[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]	108668.701728
[1.0, 1.0, 1.0, 0.25, 1.0, 1.0]	105758.333772
[1.0, 1.0, 1.0, 0.5, 1.0, 1.0]	117417.972765
[1.0, 1.0, 1.0, 2.0, 1.0, 1.0]	205605.501503
[1.0, 1.0, 1.0, 4.0, 1.0, 1.0]	205460.543952
[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]	153812.569872
[1.0, 1.0, 1.0, 1.0, 0.25, 1.0]	202609.631292
[1.0, 1.0, 1.0, 1.0, 0.5, 1.0]	192902.506386
[1.0, 1.0, 1.0, 1.0, 2.0, 1.0]	121100.351427
[1.0, 1.0, 1.0, 1.0, 4.0, 1.0]	114805.538317
