0	47879.3587528
1	52232.0935387
2	38488.2967693
3	47890.7941397
4	78476.7069872
5	64136.7978963
6	69308.6919609
7	72087.5341848
8	94357.7287754
9	87832.7700977
10	84340.6532682
11	79200.6145755
12	84641.4936138
13	71590.6183321
14	64643.0165289
15	83550.9455297
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
